index,logsynflow,time=[s],time_pure=[s]
0,685400.3679922735,0.5843777656555176,0.5794868469238281
1,4164552.433281246,0.1286911964416504,0.12317276000976562
2,1936170.7376444219,0.100372314453125,0.09587550163269043
3,51996.61458631465,0.027921199798583984,0.026684045791625977
4,931051.4390019118,0.08950233459472656,0.08481168746948242
5,1872970.4954543074,0.11408805847167969,0.10855340957641602
6,2908893.742424667,0.12442493438720703,0.11897087097167969
7,950935.9619245039,0.09146928787231445,0.085968017578125
8,1825770.3622745273,0.08196496963500977,0.07797026634216309
9,51811.938110143754,0.05852007865905762,0.05589461326599121
10,0.0,0.12364649772644043,0.11832118034362793
11,4161801.462999294,0.12252187728881836,0.11694812774658203
12,0.0,0.05869555473327637,0.05601191520690918
13,1264260.846417954,0.11261534690856934,0.10716414451599121
14,935014.9702814139,0.1167752742767334,0.11135196685791016
15,130450.35140888015,0.02805781364440918,0.026747703552246094
16,2929061.532156112,0.08952546119689941,0.08427882194519043
17,1250831.0896572086,0.15336990356445312,0.1479027271270752
18,2885967.388732524,0.12199020385742188,0.11646819114685059
19,950096.164944381,0.11408209800720215,0.10864663124084473
20,948090.9930084042,0.08982563018798828,0.08572220802307129
21,2132681.78933694,0.1131589412689209,0.10770368576049805
22,1274512.7233360799,0.08700871467590332,0.0827946662902832
23,2982153.296177834,0.1247563362121582,0.1191704273223877
24,391247.1362112568,0.057927846908569336,0.05474853515625
25,51996.61458631465,0.026411056518554688,0.025233745574951172
26,1573992.5995687887,0.13856720924377441,0.13177847862243652
27,657682.3267777148,0.11062097549438477,0.10522818565368652
28,467880.7861781393,0.052877187728881836,0.050194740295410156
29,950702.3994139977,0.06109619140625,0.05836987495422363
30,937582.8889497672,0.06055188179016113,0.05791187286376953
31,1277711.648439018,0.13248085975646973,0.1282792091369629
32,1826335.0466402678,0.08949017524719238,0.08364462852478027
33,2153429.71730633,0.11105632781982422,0.10536026954650879
34,1264277.4676046597,0.08898377418518066,0.08485150337219238
35,1262037.8807657661,0.08528375625610352,0.08025836944580078
36,2889771.214705667,0.10828757286071777,0.1027994155883789
37,458415.03922959213,0.05551648139953613,0.05283045768737793
38,3485131.8315637093,0.1096351146697998,0.10414767265319824
39,671200.5046924922,0.0819234848022461,0.07739901542663574
40,52308.2197743292,0.08904600143432617,0.08420848846435547
41,353668.5132320048,0.11812424659729004,0.11274886131286621
42,2905886.0257381503,0.11580586433410645,0.11040186882019043
43,1912185.243326525,0.09371638298034668,0.08881711959838867
44,391144.4311112654,0.0601801872253418,0.05748128890991211
45,373740.3399660862,0.05511903762817383,0.052515506744384766
46,2103143.4852107,0.09456419944763184,0.08976221084594727
47,948859.3039528565,0.0910491943359375,0.08597278594970703
48,391275.1259497045,0.057646989822387695,0.05491471290588379
49,1274863.0818565802,0.08285856246948242,0.07876324653625488
50,4291017.396349762,0.16743755340576172,0.15928220748901367
51,373795.889639695,0.09151792526245117,0.08572912216186523
52,3196486.7316090316,0.10780739784240723,0.10230684280395508
53,150924.48875264623,0.028962135314941406,0.027624845504760742
54,2927750.13616769,0.10801005363464355,0.10261011123657227
55,51996.61458631465,0.026628494262695312,0.02537679672241211
56,2404219.368260273,0.10866785049438477,0.10313820838928223
57,52057.65587955941,0.0705864429473877,0.06673884391784668
58,130479.3728175495,0.029204845428466797,0.027895689010620117
59,984491.9236534452,0.11206912994384766,0.10655665397644043
60,1211053.858070497,0.11050271987915039,0.10509109497070312
61,1794326.5753905566,0.08664536476135254,0.0818338394165039
62,1601481.9629965515,0.1144871711730957,0.10909628868103027
63,3753463.761077426,0.1406395435333252,0.1338057518005371
64,4526106.615548207,0.1640918254852295,0.15582847595214844
65,5346394.943533647,0.16673874855041504,0.1584470272064209
66,52244.60440871305,0.02980947494506836,0.028446197509765625
67,5244936.307861385,0.16733288764953613,0.15927743911743164
68,1260525.5150151553,0.08470010757446289,0.08057284355163574
69,2903115.2263297085,0.09633207321166992,0.09157538414001465
70,936170.0342388353,0.08912086486816406,0.08511614799499512
71,1277919.7927247984,0.08497023582458496,0.08087730407714844
72,51811.938110143754,0.0562283992767334,0.053583621978759766
73,2924711.0754388557,0.09860658645629883,0.0943901538848877
74,0.0,0.09137129783630371,0.08554887771606445
75,101229.49543178797,0.06025838851928711,0.05753946304321289
76,390957.41427122336,0.05644488334655762,0.053742170333862305
77,3312816.3862295677,0.11049079895019531,0.10503220558166504
78,936613.5309190495,0.13113021850585938,0.12439489364624023
79,950935.9619245039,0.08853483200073242,0.08362960815429688
80,2132681.78933694,0.11559653282165527,0.11015653610229492
81,7557216.226092626,0.1694648265838623,0.16123390197753906
82,5907688.1179021895,0.15458154678344727,0.14773106575012207
83,391222.09700890974,0.05494236946105957,0.052201271057128906
84,1277993.2788899883,0.08836030960083008,0.08423447608947754
85,2242835.283536034,0.11308884620666504,0.10759592056274414
86,1872495.8258410597,0.1121377944946289,0.10667181015014648
87,406117.89631240023,0.06337833404541016,0.06008315086364746
88,657239.3990566173,0.11689305305480957,0.11147356033325195
89,1277784.8618716311,0.09004759788513184,0.08593940734863281
90,2120000.8498492665,0.13947534561157227,0.13269400596618652
91,1212030.5207030925,0.11377286911010742,0.10830950736999512
92,2259972.517284705,0.10547900199890137,0.10001206398010254
93,950833.4826928732,0.08852958679199219,0.0845022201538086
94,931087.006707582,0.09340214729309082,0.08864212036132812
95,52196.19694851773,0.03128457069396973,0.029947996139526367
96,949637.0709297126,0.12101411819458008,0.11546874046325684
97,354011.38574210386,0.052839040756225586,0.05022859573364258
98,747239.9433939966,0.08368849754333496,0.0794527530670166
99,3477740.196860286,0.11261773109436035,0.10699176788330078
100,2969995.066112705,0.1263132095336914,0.12072634696960449
101,1287803.7959036354,0.08895349502563477,0.08368206024169922
102,2405985.8986270353,0.1398301124572754,0.1329803466796875
103,2883565.9677500487,0.10879254341125488,0.10325121879577637
104,0.0,0.0889444351196289,0.08484363555908203
105,0.0,0.03165721893310547,0.03037405014038086
106,52057.65587955941,0.05596184730529785,0.05323505401611328
107,1797464.219733188,0.08950948715209961,0.08538699150085449
108,0.0,0.05943155288696289,0.0567779541015625
109,4788856.24645163,0.1443161964416504,0.1375584602355957
110,1125417.508257117,0.06084418296813965,0.05807900428771973
111,3906067.580033697,0.1421215534210205,0.13531947135925293
112,1915030.2587417522,0.09057021141052246,0.0855400562286377
113,390957.41427122336,0.060526371002197266,0.05733966827392578
114,948090.9930084042,0.08979177474975586,0.08566617965698242
115,952130.0501277958,0.061495304107666016,0.05869889259338379
116,1865387.7204515783,0.16651320457458496,0.16109800338745117
117,5009032.422418521,0.14163494110107422,0.1346292495727539
118,101582.32369018697,0.0290069580078125,0.02767777442932129
119,2133604.6658974905,0.1397247314453125,0.13297557830810547
120,0.0,0.09125661849975586,0.0871744155883789
121,1781626.4745602927,0.13541650772094727,0.1284770965576172
122,1250112.1454477073,0.10916852951049805,0.10361552238464355
123,1822571.518026542,0.08565402030944824,0.08136129379272461
124,1274922.3458317015,0.0844717025756836,0.08051609992980957
125,656944.8112622217,0.08546948432922363,0.08139729499816895
126,685382.6505184975,0.08694005012512207,0.08279800415039062
127,353867.9195946621,0.10847282409667969,0.10308241844177246
128,2272418.5478626746,0.11008691787719727,0.10473346710205078
129,4544380.393571426,0.20574283599853516,0.1988837718963623
130,1349798.395320124,0.08274507522583008,0.07862472534179688
131,354698.6294604591,0.08432960510253906,0.08031344413757324
132,1274922.3458317015,0.09212827682495117,0.08675432205200195
133,3469812.411028886,0.11375069618225098,0.10822391510009766
134,1244887.4889172076,0.11239957809448242,0.10694384574890137
135,952325.3354196232,0.05739569664001465,0.054715871810913086
136,5406946.7423063675,0.15922069549560547,0.15221333503723145
137,4164309.5528389886,0.12203192710876465,0.1165158748626709
138,7243963.987297664,0.1868889331817627,0.1787710189819336
139,3160748.5165796145,0.1100928783416748,0.10421538352966309
140,1676574.6091690296,0.11079812049865723,0.10536694526672363
141,1274217.328015405,0.11507487297058105,0.10967373847961426
142,2133199.10376453,0.13804364204406738,0.13117575645446777
143,1260525.5150151553,0.08365631103515625,0.07953858375549316
144,1937660.826256356,0.09582185745239258,0.0915071964263916
145,671912.3415335397,0.09615349769592285,0.0920858383178711
146,964700.4458687949,0.06331896781921387,0.06007242202758789
147,5943360.064950443,0.14455056190490723,0.13759446144104004
148,1263142.9557622017,0.11555361747741699,0.1101677417755127
149,672010.5226014364,0.08649373054504395,0.0824131965637207
150,671374.5048709548,0.09447240829467773,0.0896298885345459
151,406050.537402149,0.06231951713562012,0.05905318260192871
152,1865387.7204515783,0.12370061874389648,0.11824774742126465
153,4204312.842739825,0.16548514366149902,0.15745902061462402
154,2411841.8836175543,0.13745856285095215,0.13062024116516113
155,1825743.6464171123,0.08615756034851074,0.08193850517272949
156,1134025.0550250353,0.0616304874420166,0.058394670486450195
157,150896.96974755145,0.03240799903869629,0.030958890914916992
158,4438722.288231164,0.146500825881958,0.13962030410766602
159,373299.3482271945,0.08552026748657227,0.08097672462463379
160,964700.4458687949,0.060300350189208984,0.057538509368896484
161,952222.8862738371,0.059111833572387695,0.056479454040527344
162,3379436.3902210183,0.13942623138427734,0.1325228214263916
163,391247.1362112568,0.05578446388244629,0.05301332473754883
164,4753323.877091245,0.14379143714904785,0.13689160346984863
165,2862158.9929182213,0.1429295539855957,0.13605618476867676
166,354230.01421680796,0.09477353096008301,0.08903145790100098
167,671381.7990561698,0.0812537670135498,0.07715964317321777
168,5389296.611900843,0.16139435768127441,0.1531202793121338
169,1273615.689971962,0.09388518333435059,0.0878000259399414
170,353453.5174516261,0.09585714340209961,0.08987545967102051
171,4395677.9504777705,0.14091730117797852,0.13403940200805664
172,0.0,0.029526710510253906,0.0281829833984375
173,892407.556450733,0.09620165824890137,0.09155035018920898
174,1264590.5716234387,0.09432005882263184,0.09023618698120117
175,2897824.4480278776,0.09256815910339355,0.08846426010131836
176,374237.0264779345,0.06287312507629395,0.05971264839172363
177,903232.7166450418,0.08656716346740723,0.0824730396270752
178,2252971.1659306367,0.13919758796691895,0.13248157501220703
179,1264455.8374145676,0.12167167663574219,0.11621403694152832
180,3315921.499158772,0.14339256286621094,0.13640713691711426
181,1244491.2409801928,0.11546516418457031,0.11000585556030273
182,0.0,0.032552242279052734,0.031246185302734375
183,963470.1977182328,0.062378644943237305,0.05959057807922363
184,3468412.560679817,0.18630766868591309,0.1806793212890625
185,1774361.128285582,0.11501288414001465,0.1095576286315918
186,51996.61458631465,0.027158498764038086,0.02597522735595703
187,922237.307145867,0.09612655639648438,0.09126639366149902
188,1828504.6806412619,0.08683657646179199,0.08280611038208008
189,2928730.632506249,0.09512782096862793,0.0903482437133789
190,1274038.9204928342,0.0931541919708252,0.08907341957092285
191,2947329.3363386937,0.09194087982177734,0.08771848678588867
192,2928714.8541522454,0.08827519416809082,0.08425140380859375
193,932446.6339135406,0.09221386909484863,0.08812379837036133
194,1278052.098986062,0.07965278625488281,0.07565474510192871
195,949479.2716934467,0.06150555610656738,0.05836200714111328
196,52061.728942746086,0.08914470672607422,0.08506989479064941
197,1777985.1418480927,0.09446978569030762,0.09006381034851074
198,2193062.61282758,0.11996841430664062,0.1143796443939209
199,101623.98970289649,0.029072284698486328,0.027779579162597656
200,374207.91187668545,0.06595420837402344,0.06263470649719238
201,51811.938110143754,0.059447526931762695,0.056815147399902344
202,5009004.354395241,0.14273691177368164,0.1359083652496338
203,5167747.736845584,0.1627492904663086,0.15460538864135742
204,2272418.5478626746,0.10808777809143066,0.10268783569335938
205,1278052.098986062,0.0846860408782959,0.08069467544555664
206,952325.3354196232,0.059874773025512695,0.05714750289916992
207,4291657.8137205215,0.1165766716003418,0.11098885536193848
208,406221.9428041678,0.06273341178894043,0.05949258804321289
209,2391823.173004341,0.12009453773498535,0.11458826065063477
