index,naswot,time=[s],time_pure=[s]
0,650.9716186523438,0.5681867599487305,0.5635347366333008
1,692.6265869140625,0.042203426361083984,0.0364079475402832
2,645.1052449544271,0.0324552059173584,0.02800273895263672
3,532.1628214518229,0.011180639266967773,0.009871721267700195
4,662.0160929361979,0.02505207061767578,0.020819902420043945
5,689.9517008463541,0.03643369674682617,0.03069162368774414
6,667.2294514973959,0.04168248176574707,0.0359344482421875
7,632.5672607421875,0.03089451789855957,0.0266416072845459
8,668.675537109375,0.028409957885742188,0.024163246154785156
9,533.3799845377604,0.0213773250579834,0.018619537353515625
10,542.6333414713541,0.041036367416381836,0.03543591499328613
11,693.5053507486979,0.042810678482055664,0.03707098960876465
12,-inf,0.022294044494628906,0.019437313079833984
13,670.4272664388021,0.036394596099853516,0.030684232711791992
14,695.7723388671875,0.03917574882507324,0.03350710868835449
15,508.1076965332031,0.010851860046386719,0.009522676467895508
16,669.6863403320312,0.030660390853881836,0.02641153335571289
17,685.3810831705729,0.033202171325683594,0.027442455291748047
18,684.8656412760416,0.039141178131103516,0.033367156982421875
19,682.5576375325521,0.03958392143249512,0.03379416465759277
20,625.0216267903646,0.031801462173461914,0.027479171752929688
21,699.0860595703125,0.037384986877441406,0.03170132637023926
22,660.0750325520834,0.029530763626098633,0.025217294692993164
23,683.7454833984375,0.04125857353210449,0.03556180000305176
24,614.441162109375,0.018054723739624023,0.01529073715209961
25,532.1628214518229,0.01044607162475586,0.009218454360961914
26,716.3942057291666,0.04058218002319336,0.03338217735290527
27,694.2058715820312,0.03309750556945801,0.02743840217590332
28,618.7366943359375,0.018041610717773438,0.015205621719360352
29,619.6036580403646,0.021950244903564453,0.01909494400024414
30,636.12158203125,0.02081775665283203,0.018099546432495117
31,663.6152140299479,0.030851125717163086,0.026422500610351562
32,670.5936075846354,0.028261423110961914,0.024005889892578125
33,697.7628580729166,0.03663778305053711,0.03091716766357422
34,671.3103841145834,0.029453039169311523,0.025116443634033203
35,670.782470703125,0.02932906150817871,0.02505636215209961
36,683.9217529296875,0.03965139389038086,0.033818960189819336
37,630.2738850911459,0.018410444259643555,0.015595197677612305
38,696.4211018880209,0.03944110870361328,0.03366875648498535
39,669.2008260091146,0.025563955307006836,0.021313190460205078
40,517.4013671875,0.029380083084106445,0.02505040168762207
41,696.3167724609375,0.03768587112426758,0.03196835517883301
42,672.2394816080729,0.03903055191040039,0.033332109451293945
43,669.4672648111979,0.03234672546386719,0.028011798858642578
44,609.2627766927084,0.01891469955444336,0.01603984832763672
45,632.5765380859375,0.018105268478393555,0.015357494354248047
46,660.3384195963541,0.03145003318786621,0.02710556983947754
47,625.5385538736979,0.031691551208496094,0.027385234832763672
48,618.0517171223959,0.01823282241821289,0.015417337417602539
49,663.8192545572916,0.02896881103515625,0.024689435958862305
50,729.8242594401041,0.05324816703796387,0.04468822479248047
51,627.2547200520834,0.029285669326782227,0.025076627731323242
52,691.4196980794271,0.03925752639770508,0.03348565101623535
53,507.5683288574219,0.011296987533569336,0.009879589080810547
54,685.2631225585938,0.038657426834106445,0.032906532287597656
55,532.1628214518229,0.01080465316772461,0.009514093399047852
56,689.8487141927084,0.03635263442993164,0.030559778213500977
57,614.1597696940104,0.022261619567871094,0.019363880157470703
58,510.5906575520833,0.010849952697753906,0.009508132934570312
59,686.524169921875,0.03348207473754883,0.027736186981201172
60,700.4454345703125,0.03271222114562988,0.027077674865722656
61,666.3367513020834,0.030180692672729492,0.02581000328063965
62,695.5146891276041,0.036562442779541016,0.030909061431884766
63,711.2259318033854,0.046183109283447266,0.038997650146484375
64,724.8815104166666,0.05588507652282715,0.047315359115600586
65,728.1217244466146,0.05555105209350586,0.04698467254638672
66,514.6853230794271,0.011797428131103516,0.010396242141723633
67,728.7572835286459,0.05526566505432129,0.046755075454711914
68,672.7874145507812,0.028760910034179688,0.024458885192871094
69,671.3343709309896,0.03175926208496094,0.027495622634887695
70,636.5347086588541,0.031461238861083984,0.027219533920288086
71,664.7635701497396,0.030200958251953125,0.025852441787719727
72,533.3799845377604,0.018104076385498047,0.015333890914916992
73,661.8912760416666,0.03242802619934082,0.028033971786499023
74,469.98244222005206,0.028905391693115234,0.024721622467041016
75,605.0680745442709,0.021905183792114258,0.019034862518310547
76,615.6355387369791,0.018177509307861328,0.015391349792480469
77,698.1455485026041,0.039369821548461914,0.03365063667297363
78,712.682373046875,0.04320549964904785,0.03614091873168945
79,632.5672607421875,0.02777409553527832,0.023544788360595703
80,699.0860595703125,0.03584170341491699,0.03022003173828125
81,726.094482421875,0.05843472480773926,0.049942970275878906
82,713.9785359700521,0.051354408264160156,0.044194698333740234
83,611.392333984375,0.018977880477905273,0.016085147857666016
84,665.5039469401041,0.028879404067993164,0.024582624435424805
