index,nregions,time=[s]
0,,5.558013200759888
1,,3.928455114364624
2,,3.2034242153167725
3,,1.4709279537200928
4,,2.7106645107269287
5,,3.5991339683532715
6,,3.9938488006591797
7,,3.131517171859741
8,,2.8770408630371094
9,,2.225541591644287
10,,3.941903591156006
11,,4.132559299468994
12,,2.2241010665893555
13,,3.7085981369018555
14,,3.7531208992004395
15,,1.3875987529754639
16,,2.9104795455932617
17,,3.50957989692688
18,,3.776348114013672
19,,3.9967446327209473
20,,3.1689975261688232
21,,3.7721469402313232
22,,3.0258164405822754
23,,4.060660362243652
24,,2.138432264328003
25,,1.3596439361572266
26,,4.2100372314453125
27,,3.4652111530303955
28,,2.12165904045105
29,,2.2712666988372803
30,,2.1444103717803955
31,,2.960376739501953
32,,2.8703205585479736
33,,3.63395357131958
34,,2.9271411895751953
35,,2.999889612197876
36,,3.909748077392578
37,,2.1261637210845947
38,,3.829902172088623
39,,2.727069854736328
40,,2.963885545730591
41,,3.677891969680786
42,,3.8726279735565186
43,,3.1375510692596436
44,,2.2076892852783203
45,,2.061326742172241
46,,3.08571195602417
47,,3.1310791969299316
48,,2.1379613876342773
49,,2.9423575401306152
50,,5.487968921661377
51,,2.8573215007781982
52,,3.9110045433044434
53,,1.5130393505096436
54,,3.725926160812378
55,,1.4748811721801758
56,,3.545224905014038
57,,2.35017728805542
58,,1.434736967086792
59,,3.6561710834503174
60,,3.4333419799804688
61,,2.985715389251709
62,,3.7337610721588135
63,,4.6845715045928955
64,,5.612711668014526
65,,5.385270118713379
66,,1.4763000011444092
67,,5.526866912841797
68,,3.0214693546295166
69,,3.163381814956665
70,,3.0583503246307373
71,,3.022371530532837
72,,2.1429619789123535
73,,3.236945152282715
74,,2.9672014713287354
75,,2.2914211750030518
76,,2.1329243183135986
77,,3.896768808364868
78,,4.505284786224365
79,,2.9003682136535645
80,,3.7121734619140625
81,,5.771969795227051
82,,5.074683427810669
83,,2.209794521331787
84,,2.9290482997894287
85,,3.748913288116455
86,,3.6480753421783447
87,,2.237210512161255
88,,3.5060677528381348
89,,2.9428250789642334
90,,4.33252215385437
91,,3.5775539875030518
92,,3.666121244430542
93,,3.152655839920044
94,,2.7936506271362305
95,,1.529984474182129
96,,3.9689974784851074
97,,2.1904172897338867
98,,2.8827638626098633
99,,3.7427496910095215
100,,4.094357490539551
101,,2.9264917373657227
102,,4.326488256454468
103,,3.915884256362915
104,,2.941168785095215
105,,1.5193109512329102
106,,2.1993191242218018
107,,2.9854044914245605
108,,2.265843391418457
109,,4.721855640411377
110,,2.2776222229003906
111,,4.509350776672363
112,,3.069246768951416
113,,2.1257877349853516
114,,3.089902639389038
115,,2.2398149967193604
116,,3.721714973449707
117,,4.797208786010742
118,,1.5434417724609375
119,,4.640875339508057
120,,3.221553087234497
121,,4.813620567321777
122,,3.596778154373169
123,,3.023961305618286
124,,2.972168445587158
125,,2.8643858432769775
126,,2.858246326446533
127,,3.764167547225952
128,,3.8139123916625977
129,,4.979106187820435
130,,2.9461045265197754
131,,3.0070035457611084
132,,2.8751606941223145
133,,3.748028039932251
134,,3.5138697624206543
135,,2.2041094303131104
136,,4.86737585067749
137,,3.991168737411499
138,,6.097125291824341
139,,3.831702470779419
140,,3.594015121459961
141,,3.5428237915039062
142,,4.5143468379974365
143,,2.965024709701538
144,,3.091928005218506
145,,2.861945390701294
146,,2.2913267612457275
147,,4.829474449157715
148,,3.672959089279175
149,,2.8108327388763428
150,,2.8017373085021973
151,,2.1181037425994873
152,,3.618150472640991
153,,5.148634195327759
154,,4.556761026382446
155,,3.121082067489624
156,,2.158540964126587
157,,1.5249605178833008
158,,4.65524435043335
159,,2.9791061878204346
160,,2.278353691101074
161,,2.218794584274292
162,,4.722782850265503
163,,2.1474547386169434
164,,4.995664834976196
165,,4.581013917922974
166,,2.848191738128662
167,,2.83052134513855
168,,5.236872673034668
169,,3.0452520847320557
170,,2.852893114089966
171,,4.742853879928589
172,,1.6058671474456787
173,,2.813978672027588
174,,2.9790079593658447
175,,3.0929949283599854
176,,2.1762359142303467
177,,2.888380289077759
178,,4.426669597625732
179,,3.7865684032440186
180,,4.928382158279419
181,,3.6180129051208496
182,,1.535982608795166
183,,2.2043774127960205
184,,3.9704952239990234
185,,3.879676103591919
186,,1.5256989002227783
187,,2.9530386924743652
188,,3.005131721496582
189,,3.133155345916748
190,,3.065682888031006
191,,3.141806125640869
192,,3.1800146102905273
193,,3.012662410736084
194,,2.933234930038452
195,,2.3197336196899414
196,,2.9605395793914795
197,,3.031273126602173
198,,3.65720534324646
199,,1.4866645336151123
200,,2.306881904602051
201,,2.145698308944702
202,,4.9867424964904785
203,,5.595837593078613
204,,3.89984393119812
205,,2.9351086616516113
206,,2.1246719360351562
207,,3.9599082469940186
208,,2.1598052978515625
209,,3.740527391433716
210,,2.2708635330200195
211,,4.826939344406128
212,,4.860943555831909
213,,3.0344345569610596
214,,3.8016793727874756
215,,1.586817979812622
216,,2.2429440021514893
217,,3.143766164779663
218,,2.9766695499420166
219,,2.93392276763916
220,,3.172290802001953
221,,2.2695090770721436
222,,2.9879815578460693
223,,1.5481786727905273
224,,4.9826953411102295
225,,2.2916173934936523
226,,2.0292580127716064
227,,3.8848745822906494
228,,3.614790916442871
229,,2.1866631507873535
230,,5.16591739654541
231,,3.014049768447876
232,,1.5016520023345947
233,,1.5410585403442383
234,,3.791342258453369
235,,4.921609163284302
236,,3.737821340560913
237,,3.88728404045105
238,,3.803450107574463
239,,1.5079357624053955
240,,1.4550604820251465
241,,4.591466188430786
242,,4.493096828460693
243,,2.1510634422302246
244,,4.618341445922852
245,,3.0195374488830566
246,,3.726959228515625
247,,2.2699925899505615
248,,3.7462329864501953
249,,3.78784441947937
250,,3.145320177078247
251,,2.2939951419830322
252,,3.9498555660247803
253,,3.6379287242889404
254,,2.872617721557617
255,,3.0395946502685547
256,,3.66387939453125
257,,3.2571191787719727
258,,3.0895941257476807
259,,2.9942448139190674
260,,2.2226414680480957
261,,4.737669229507446
262,,2.393112897872925
263,,3.8291401863098145
264,,4.79648756980896
265,,4.873448133468628
266,,3.1200578212738037
267,,3.736271619796753
268,,4.897073030471802
269,,3.774773597717285
270,,3.0712757110595703
271,,2.338820219039917
272,,2.333406925201416
273,,4.158504486083984
274,,5.642281532287598
275,,3.1230742931365967
276,,3.12821102142334
277,,4.876719236373901
278,,2.221029043197632
279,,3.7783448696136475
280,,2.188070774078369
281,,4.629655122756958
282,,3.366262912750244
283,,3.6649019718170166
284,,2.1483314037323
285,,3.628710985183716
286,,3.1762804985046387
287,,4.797839164733887
288,,3.1260273456573486
289,,4.0219035148620605
290,,3.0770726203918457
291,,2.8396811485290527
292,,3.826709747314453
293,,5.8290276527404785
294,,2.327594757080078
295,,3.9600415229797363
296,,2.8815064430236816
297,,1.5510776042938232
298,,2.790416955947876
