index,nregions,time=[s]
0,473.03829166469046,6.347675561904907
1,487.13706334778607,5.763405084609985
2,472.55278068860565,4.855347633361816
3,406.98377775808007,2.254714250564575
4,474.4326040942722,4.4827258586883545
5,487.0774989958824,5.557398557662964
6,475.5298276347139,5.601422309875488
7,457.6802946017496,4.519982814788818
8,475.07932614168027,4.5524208545684814
9,408.99570308957965,3.562598705291748
10,417.25506853596767,5.74987268447876
11,487.0051538901805,5.79495096206665
12,0.0,3.5060689449310303
13,476.0710627092596,5.6277101039886475
14,487.32446634840494,5.781867027282715
15,404.27138971820705,2.4478836059570312
16,475.4651694275372,4.53255295753479
17,486.64663426742385,5.726161003112793
18,486.175475786548,5.745400667190552
19,486.15698090535506,5.736249685287476
20,457.20554458178975,4.752355337142944
21,488.0819484383003,5.59167218208313
22,474.1620575916474,4.898672103881836
23,486.5179871256312,5.759515285491943
24,454.6793626758512,3.401672601699829
25,407.0206613865046,2.281785011291504
26,496.43122230158025,6.906291723251343
27,487.45878887401636,5.606637954711914
28,455.10564672666584,3.481539487838745
29,455.5866902582987,3.5502328872680664
30,456.8226958247289,3.4514565467834473
31,474.3814932790718,4.528214454650879
32,475.2054711425215,4.33488392829895
33,487.8453426924213,5.6089026927948
34,475.56419034443076,4.581059694290161
35,475.6820762251659,4.567854404449463
36,486.183706412369,5.91923713684082
37,456.3042268001224,3.4852044582366943
38,486.448804441969,5.639959335327148
39,474.73584228098997,4.400558948516846
40,407.83611347004745,4.487350940704346
41,487.5622378315986,5.878662109375
42,476.3448645450555,5.6733481884002686
43,475.59271423615274,4.659941673278809
44,454.0499198956731,3.5273566246032715
45,456.5243833666356,3.50567626953125
46,474.5553144159135,4.900669097900391
47,456.74448070032963,4.615192174911499
48,455.19027563654305,3.3766398429870605
49,474.31959810520385,4.501581907272339
50,503.3178931781143,7.881024360656738
51,456.835973202188,4.530285358428955
52,486.84614154312357,5.934140920639038
53,404.5172900949912,2.306166172027588
54,486.5936187191808,5.614780902862549
55,407.03293779056213,2.262120008468628
56,486.9487461687424,6.011767625808716
57,454.93451788520565,3.630776882171631
58,404.79329097416206,2.36286997795105
59,486.41209666218884,5.814409494400024
60,487.75917078564527,5.523261070251465
61,474.6044369117271,4.715221881866455
62,487.4827540454353,5.674468755722046
63,495.64829879918244,6.963846921920776
64,502.55751208393104,8.19040036201477
65,502.89112412613116,8.122441530227661
66,405.3711768453968,2.417109489440918
67,502.9454270843589,7.9877214431762695
68,475.54975527400876,4.507927894592285
69,475.6574550003664,4.636545658111572
70,458.005103438122,4.433612823486328
71,474.3756446303839,4.61674690246582
72,409.06845929121477,3.396796941757202
73,474.93390272273723,4.821488857269287
74,382.23635628773815,4.642374515533447
75,453.6551690569172,3.5510194301605225
76,454.756675634346,3.431033134460449
77,487.6793414491085,5.782158851623535
78,495.539905354711,6.808963775634766
79,457.5769483720107,4.572079181671143
80,488.01186631002673,5.646056890487671
81,502.5887349120987,7.995640993118286
82,495.9625048836828,6.960172653198242
83,454.2308888080797,3.6530067920684814
84,474.4608572897568,4.518309593200684
85,487.37893843158423,5.755084991455078
86,487.0953481657787,5.652600049972534
87,453.8033255617024,3.663438558578491
88,476.75702773490804,5.559921979904175
89,474.7572577250382,4.536295175552368
90,495.88184365563967,6.757435321807861
91,487.7812459961039,5.656722545623779
92,486.8283871792257,5.678841590881348
93,474.45327873545443,4.6421802043914795
94,473.5319511974267,4.51348090171814
95,404.6596584527753,2.3719396591186523
96,486.40344187100027,5.79349684715271
97,457.0742608310746,3.401989698410034
98,474.2014501423282,4.55072021484375
99,487.21773300319984,5.753989934921265
100,487.2952757933902,5.79918360710144
101,474.5780313646651,4.471273899078369
102,496.4714973608682,6.730874300003052
103,487.4979931025511,5.728977918624878
104,0.0,4.4849324226379395
105,0.0,2.3585031032562256
106,407.1340763098611,3.593794107437134
107,473.42765231880276,4.628915071487427
108,0.0,3.4323644638061523
109,496.47182700095817,6.7694807052612305
110,456.01183984398784,3.619393825531006
111,495.82808144092763,6.684450626373291
112,475.6894886781268,4.498025417327881
113,454.7216949706572,3.3926632404327393
114,474.69979266637455,4.592371225357056
115,455.49044234229854,3.634671211242676
116,487.7837677092266,5.605906009674072
117,494.76581371095773,6.844585418701172
118,404.46555944352804,2.298750877380371
119,488.6079435221093,6.739745855331421
120,403.2453111810318,4.647907257080078
121,475.9293813623922,6.8087005615234375
122,486.772757142905,5.691771745681763
123,474.57482227109676,4.684877395629883
124,475.1077347616808,4.547416925430298
125,475.836609229026,4.553842544555664
126,472.62244608870486,4.533615827560425
127,458.8995967662269,5.719494819641113
128,487.5442369703517,5.638386487960815
129,495.9248654152199,6.840716600418091
130,474.66191456362304,4.523520469665527
131,457.80994095501757,4.575607538223267
132,475.00010023363853,4.462532997131348
133,487.2440505075654,5.699327230453491
134,487.67798058555303,5.728748083114624
135,456.3174397661114,3.2851579189300537
136,495.74494872533455,6.871871471405029
137,487.1106229215429,5.631053447723389
138,502.76063315952325,7.999129056930542
139,485.9117856966036,5.726414442062378
140,487.5491533711249,5.609060049057007
141,487.85384171320743,5.576565504074097
142,488.38538811938224,6.749998092651367
143,475.61050412329337,4.688369035720825
144,473.24541979598007,4.692182302474976
145,474.47272924359896,4.528818368911743
146,454.10398426826464,3.5795540809631348
147,494.9942619342133,6.7820188999176025
148,487.74434576769727,5.54458475112915
149,474.6260367679977,4.499910354614258
150,474.18005988289036,4.513737440109253
151,454.43246371180584,3.482973575592041
152,487.78797385384615,5.537134408950806
153,503.14084262805983,7.999148845672607
154,495.25004100542634,6.692450761795044
155,472.3472106156141,4.668802738189697
156,454.7009339139849,3.530254364013672
157,404.0320471696279,2.5196635723114014
158,495.20282136835175,6.825103759765625
159,475.0118358616046,4.482066869735718
160,454.1104553435645,3.5310614109039307
161,455.66181669414095,3.3695502281188965
162,495.1050122657057,6.81131386756897
163,454.4071051852622,3.344481945037842
164,495.34675135787035,7.006896257400513
165,488.01968762053883,6.750946760177612
166,475.77859005870687,4.379181861877441
167,474.31021351377666,4.546972274780273
168,502.7429777891887,7.933577299118042
169,474.22388257232075,4.792818069458008
170,475.5858500026886,4.4968273639678955
171,496.215306899243,6.906454563140869
172,0.0,2.435059070587158
173,475.7967738711477,4.3555214405059814
174,475.9659408561117,4.496793508529663
175,473.55372164307647,4.607542991638184
176,456.2075262769452,3.521073579788208
177,473.8153327658151,4.517955303192139
178,496.3091361137931,6.775931358337402
179,476.3543047903218,5.787308692932129
180,496.2506449955099,6.827780246734619
181,487.7273013054184,5.410682678222656
182,0.0,2.4432129859924316
183,454.0467204365779,3.556683301925659
184,486.8329892355966,5.777010917663574
185,476.42361005681755,5.570464849472046
186,407.06488777570047,2.294114112854004
187,475.9030576316445,4.485324144363403
188,474.0947075262914,4.57785439491272
189,475.42714741266667,4.509010314941406
190,474.36314182118923,4.633177280426025
191,474.72582434416887,4.82077169418335
192,475.0309416353878,4.631429195404053
193,475.41974096782724,4.614030361175537
194,475.04348259835905,4.41378378868103
195,456.04832291568886,3.4510762691497803
196,457.22085275539916,4.485663175582886
197,475.0599130900673,4.554518699645996
198,486.6055738108928,5.68612003326416
199,405.09929751975204,2.356383800506592
200,455.85041916236423,3.6202545166015625
201,456.18580445847164,3.291715621948242
202,495.4002007550586,6.863268136978149
203,502.97581072293883,7.917377710342407
204,487.56718115429044,5.70461106300354
205,475.01081724047805,4.501285076141357
206,456.4579148777871,3.2241663932800293
207,487.0521281380249,5.781363010406494
208,454.29525550711213,3.5359973907470703
209,487.268653605031,5.661493301391602
210,407.32587974681246,3.441542148590088
211,496.03426411863717,6.725593328475952
212,496.28683214121065,6.800904035568237
213,475.550931540435,4.50576376914978
214,486.9222334565945,5.631133556365967
215,405.31054280256586,2.5862514972686768
216,455.90927962124744,3.539872169494629
217,474.48208839289714,4.5801544189453125
218,474.71659693595865,4.480936288833618
219,475.44886244523224,4.520416736602783
220,473.02363192487115,4.607324600219727
221,455.736011872267,3.5351831912994385
222,458.16474506776785,4.705061912536621
223,404.6668219222192,2.533446788787842
224,496.09147741862597,6.81309962272644
225,381.51938697985776,3.5277259349823
226,455.8656189767753,3.2376372814178467
227,487.39849384827386,5.751152753829956
228,487.30179815192747,5.6792073249816895
229,455.8846408897246,3.5520195960998535
230,488.73132199687393,7.976722955703735
231,472.8436308478672,4.782394647598267
232,403.94272463360517,2.4558305740356445
233,0.0,2.2812938690185547
234,476.5531828594794,5.726367950439453
235,496.2355554180528,6.760014772415161
236,458.9261918543696,5.628186464309692
237,487.37125755521066,5.77565598487854
238,486.3379395817722,5.9351818561553955
239,404.50556355623024,2.3741941452026367
240,405.01163041115643,2.3323662281036377
241,495.7785828378724,6.847990989685059
242,495.14182058756506,6.826907157897949
243,409.06381082107146,3.3836510181427
244,495.8475803366844,6.7846643924713135
245,472.86301975393627,4.797768592834473
246,487.0475555887477,5.7995970249176025
247,453.89886955004584,3.4763612747192383
248,487.02124851623836,5.676113605499268
249,488.0183645287743,5.548012018203735
250,475.6267758937427,4.37313985824585
251,454.18194183597205,3.633305072784424
252,487.77672069893924,5.658025503158569
253,487.78267443552545,5.550989389419556
254,475.9092319594972,4.605234861373901
255,473.5682847933254,4.534413576126099
256,486.9765916572562,5.724435567855835
257,474.46624035997047,4.7018444538116455
258,475.6415373682914,4.520813465118408
259,474.53687516112177,4.6104395389556885
260,454.47749568479634,3.5139975547790527
261,495.9654005026161,6.750083684921265
262,455.5338265880573,3.596606731414795
263,458.5392204191882,5.813462734222412
264,495.7056994020797,6.844942808151245
265,495.98758767057035,6.665344476699829
266,475.6697899563914,4.615413427352905
267,487.52343175011976,5.754655838012695
268,496.0711437547656,7.033360958099365
269,458.3106976068746,5.630911350250244
270,474.2518419585752,4.634657144546509
271,453.76729353597756,3.6206204891204834
272,455.6280439741799,3.533432960510254
273,487.0256944139764,5.780344247817993
274,503.10259386948655,7.852018117904663
275,474.8337520718155,4.489122152328491
276,475.37084211112756,4.6279590129852295
277,496.253829095597,6.753407716751099
278,408.94613438369,3.4298651218414307
279,486.8304201342219,5.699641704559326
280,406.9671304496023,3.352268934249878
281,488.2934897886248,6.706209421157837
282,475.0065301287512,4.787758111953735
283,487.1659659930154,5.553623914718628
284,457.0857738840864,3.3893086910247803
285,487.83363093444115,5.700434446334839
286,473.2246369213811,4.66536545753479
287,476.2760218933029,6.787033319473267
288,474.9666823463506,4.577324867248535
289,486.56696389563905,5.81975245475769
290,473.56698961049324,4.5938122272491455
291,474.74422343952114,4.4225568771362305
292,486.77159541698666,5.803930759429932
293,502.9515407024733,8.073853254318237
294,456.8894119067163,3.479480028152466
295,487.3619124864129,5.58803653717041
296,474.97826035043335,4.504359006881714
297,404.0106272749534,2.5125787258148193
298,473.9119244950216,4.516220569610596
299,486.62868066525147,5.780102252960205
300,475.3964789309746,4.502009630203247
301,496.05862299146867,6.885585308074951
302,453.70085212713497,3.535170316696167
303,487.88706176074703,5.663204669952393
