index,synflow,time=[s],time_pure=[s]
0,6.452754237830623e+26,0.5672023296356201,0.5622832775115967
1,1.268155584462403e+48,0.1415250301361084,0.13579487800598145
2,1.0853636260389549e+33,0.10442996025085449,0.09990239143371582
3,551486485.7702713,0.02918696403503418,0.02788090705871582
4,7.851622250082046e+34,0.09196305274963379,0.08694911003112793
5,1.5159124824116304e+36,0.12966442108154297,0.12358236312866211
6,2.83073177076261e+47,0.13754034042358398,0.13167858123779297
7,3.7070504899711406e+28,0.10203909873962402,0.09595060348510742
8,3.3780575928095023e+41,0.08890199661254883,0.08412694931030273
9,548683000.7968917,0.06749081611633301,0.06417107582092285
10,0.0,0.138197660446167,0.13240671157836914
11,1.2040404857360065e+48,0.13922905921936035,0.13332509994506836
12,0.0,0.06411218643188477,0.0612645149230957
13,1.4402319622581035e+30,0.125746488571167,0.11977553367614746
14,1.6098980001605487e+28,0.12633872032165527,0.1205291748046875
15,8220071864153877.0,0.02943730354309082,0.028053760528564453
16,6.148422483410714e+47,0.09906625747680664,0.09370779991149902
17,3.631266718957364e+35,0.12519121170043945,0.11925244331359863
18,5.953984108415042e+41,0.12722182273864746,0.12131881713867188
19,3.4465922709404046e+28,0.12098193168640137,0.11506175994873047
20,3.3583127616170254e+28,0.10234308242797852,0.09718704223632812
21,6.703644595198649e+40,0.17328953742980957,0.1674811840057373
22,2.552013076836051e+30,0.0920858383178711,0.08762073516845703
23,3.0190177633221306e+35,0.13898515701293945,0.133056640625
24,1.326664552417404e+23,0.0628511905670166,0.05951952934265137
25,551486485.7702713,0.029018402099609375,0.027745962142944336
26,1.3691846646271265e+36,0.1409759521484375,0.13358259201049805
27,7.648197727988726e+25,0.11388587951660156,0.10805201530456543
28,6.771609468267296e+26,0.0611262321472168,0.05823922157287598
29,3.571355148037665e+28,0.07050824165344238,0.06754732131958008
30,1.7365772885126333e+28,0.06125211715698242,0.058425188064575195
31,2.633047049386362e+30,0.09521484375,0.09006214141845703
32,3.4250563068332335e+41,0.09377288818359375,0.08944940567016602
33,1.4241422604431323e+41,0.11619329452514648,0.11032605171203613
34,1.4677578007513372e+30,0.09462857246398926,0.08926987648010254
35,1.3845650249942426e+30,0.09724259376525879,0.09184384346008301
36,6.414793451489436e+41,0.12817788124084473,0.12225079536437988
37,2.418122080228937e+26,0.05850720405578613,0.05518221855163574
38,2.85060784287174e+49,0.12814068794250488,0.1222085952758789
39,2.2688941191502244e+26,0.08643054962158203,0.08136630058288574
40,581177667.1168624,0.09256339073181152,0.08812904357910156
41,2.203779204815334e+21,0.1276719570159912,0.12188148498535156
42,2.7103758666321097e+47,0.12764739990234375,0.1218411922454834
43,5.163322168265539e+32,0.10200643539428711,0.09755492210388184
44,1.3272278125191948e+23,0.06308579444885254,0.05965876579284668
45,1.9983726052714876e+22,0.06412339210510254,0.06081581115722656
46,2.9183429150461834e+35,0.10442090034484863,0.0999143123626709
47,3.5647622533854136e+28,0.10355854034423828,0.09833812713623047
48,1.3265628386970073e+23,0.06191658973693848,0.05856966972351074
49,2.5752492314653634e+30,0.09478473663330078,0.08939552307128906
50,5.198394035960825e+48,0.17215871810913086,0.16326904296875
51,2.013759723388132e+22,0.09119296073913574,0.08630132675170898
52,3.4445004635182254e+45,0.13258576393127441,0.1266160011291504
53,6.156701057340355e+17,0.030010700225830078,0.02857828140258789
