index,logsynflow,time=[s]
0,644744.1470039338,0.09904837608337402
1,4177506.460553255,0.17991924285888672
2,1911740.8027114954,0.12592840194702148
3,42013.51933944523,0.03639674186706543
4,880315.9968787581,0.08526849746704102
5,1819566.2208555574,0.16154742240905762
6,3082980.271141591,0.15524935722351074
7,1102611.061421829,0.11105489730834961
8,1786997.1322872422,0.09360647201538086
9,219324.5423953297,0.07082128524780273
10,588715.5604091961,0.15147113800048828
11,4175169.0250384263,0.15593600273132324
12,234978.59738496892,0.07021474838256836
13,1291451.5462883497,0.12043070793151855
14,1148480.644277049,0.13077163696289062
15,111008.09858200267,0.03577232360839844
16,2924870.0682687922,0.10902833938598633
17,1195777.7430843613,0.11685013771057129
18,2852078.2321128226,0.17192602157592773
19,1161770.5025629543,0.1341261863708496
20,1100929.5312310036,0.11186552047729492
21,2095554.9584664814,0.1227102279663086
22,1241864.890643465,0.09886837005615234
23,2960130.3534440785,0.14773225784301758
24,359563.5589791027,0.06573081016540527
25,42013.51933944523,0.03447532653808594
26,1515102.6613137724,0.14273571968078613
27,677621.6133501903,0.12099862098693848
28,431362.986807924,0.06515312194824219
29,926820.4150252403,0.0729525089263916
30,914481.3887665804,0.06835436820983887
31,1244591.0219173727,0.09620046615600586
32,1787293.9285811887,0.09235692024230957
33,2114591.7878916273,0.1606440544128418
34,1232128.173639125,0.0948035717010498
35,1230883.473759326,0.09439516067504883
36,2854424.590673398,0.13599705696105957
37,422496.5250547042,0.06355142593383789
38,3473634.8926719516,0.13396716117858887
39,631338.8894627808,0.08540773391723633
40,277684.4362964116,0.09660506248474121
41,560571.9646986298,0.12269210815429688
42,2963081.961183191,0.13228750228881836
43,1889641.4004344605,0.1133871078491211
44,359567.09928619984,0.06740427017211914
45,343311.17824655253,0.06253838539123535
46,2076784.1113036887,0.11550593376159668
47,1101255.5671409706,0.11388587951660156
48,359563.60296340287,0.10528063774108887
49,1242059.131752415,0.09443545341491699
50,4214981.614422947,0.1795787811279297
51,519506.86223939474,0.0924224853515625
52,3158482.8424332715,0.1336350440979004
53,129037.142477185,0.03638648986816406
54,2894462.8410339355,0.13032245635986328
55,42013.51933944523,0.03530550003051758
56,2362053.345108615,0.12158465385437012
57,219485.77018273974,0.07563638687133789
58,111001.51040830159,0.035808563232421875
59,937741.368246867,0.12270402908325195
60,1157640.537865979,0.11773061752319336
61,1755638.4603099301,0.09757781028747559
62,1562662.4326611739,0.16507291793823242
63,3758228.2731762747,0.15891480445861816
64,4485803.377346385,0.20157504081726074
65,5346502.220297289,0.19740056991577148
66,42175.608030074356,0.04082536697387695
67,5245447.368165732,0.20068693161010742
